Name,Coordinates
Respublica Uzelitanorum,"36.380653,6.360226"
Respublica Vahartanensium,"36.550096,5.983386"
Restituta Iulia,"38.378494,-6.589301"
Retovium,"45.291593,8.592305"
Reudigni,"53.5,10.5"
Reunia,"46.174535,12.983443"
Rev Ardashir,"28.911919,50.836721"
Rha,"46.5,47.5"
Rhḗgion,"44.698137,10.630721"
Rhabaine,"37.427054,37.692332"
Rhabdion,"37.222096,41.60908"
Rhadamaei,"12.5,42.5"
Rhaepta,"32.8520335,36.1993395"
Rhaga,"35.594267,51.447163"
Rhaga,"35.594267,51.447163"
Rhagai,"35.594267,51.447163"
"Rhagai, Rhagaia","35.594267,51.447163"
Rhagaia,"35.5,51.5"
Rhaidestos,"40.978415,27.508023"
Rhaikelos,"40.471036,22.854091"
Rhaithou,"28.238728,33.623435"
"Rhakōtis, Rhakotis","31.201435,29.909773"
Rhakelos,"40.471036,22.854091"
Rhambakia,"27.5,67.5"
Rhamma,"34.5,44.5"
Rhammanitae,"12.5,42.5"
Rhamnous,"38.2192855389,24.026914752"
Rhamnous Limen,"35.25,23.75"
Rhana,"27.5,62.5"
"Rhaouenna, Rháouenna","44.415718,12.196604"
Rhappha,"26.045295,84.743581"
Rhaukos,"35.228138,25.024828"
Rhízōn pólis,"42.514718,18.694988"
Rhebas,"40.25,29.75"
Rhebas,"41.22441,29.220059"
Rhegion,"38.109279,15.64393"
Rhegion,"41.008349,28.77522"
"Rhegisouilla, Rhēgisouílla","42.30819,11.597172"
Rhegma,"36.75,34.75"
Rheitoi,"38.125,23.625"
Rheneia,"37.41206,25.213287"
Rhenus,"51.5,5.5"
Rhesion,"40.984296,28.892028"
Rhesos,"40.25,27.25"
Rhinocolura,"31.111755,33.796926"
Rhinokoloura,"31.111755,33.796926"
Rhinokoroura,"31.111755,33.796926"
Rhion Akron,"42.5,8.5"
Rhion Pr.,"38.25,21.75"
Rhispia,"47.4559582765,16.6047991188"
Rhithymna,"35.371092,24.472901"
Rhittenia,"35.006393,24.95067"
Rhixoupous,"36.860367,30.854397"
Rhizaion,"41.027808,40.5033"
Rhizaion,"41.027808,40.5033"
Rhizenia,"35.006393,24.95067"
"Rhizenia,Rizenia,Rizinia,Rhyzenia","35.1689701133,25.0065437187"
Rhizon,"42.514718,18.694988"
Rhizous,"39.807258,22.823639"
Rhizus,"39.807258,22.823639"
Rhoas,"42.5,41.5"
Rhoda,"42.264882,3.173819"
Rhodanousia,"43.683289,4.433072"
Rhodanus,"44.25,4.75"
Rhode,"42.264882,3.173819"
Rhode,"47.5,31.5"
Rhodia,"36.39118735,30.26687485"
Rhodiapolis,"36.39118735,30.26687485"
Rhodion M.,"36.25,33.75"
Rhodion Periboloi,"41.125,29.125"
Rhodopha,"27.5,77.5"
Rhodopolis,"42.149923,42.73054"
Rhodos,"36.195597,27.964125"
Rhodos,"36.443113,28.227611"
Rhodos,"36.443113,28.227611"
Rhodountia,"38.771842,22.549117"
Rhodoussa,"36.75,28.25"
Rhodus,"36.195597,27.964125"
Rhoe,"41.168505,30.227622"
Rhoiteion,"40.0096809256,26.303294913"
Rhoition Oros,"42.5,8.5"
Rhoizousai Akrai,"41.125,29.125"
Rhonkchon,"34.75,26.25"
Rhoodes Pr.,"41.125,29.125"
Rhopikon,"42.57175,8.892453"
Rhosii,"36.25,35.75"
Rhosikos Skopelos,"36.25,35.75"
Rhosos,"36.4195645,35.887675"
Rhotanos,"42.5,9.5"
Rhotrini Fontes,"38.058513,30.286447"
Rhoubra,"41.470715,9.260508"
Rhouskopous,"36.860367,30.854397"
Rhouspînon,"35.7742245,10.8291825"
Rhypai,"38.213931,22.018942"
Rhypes,"38.213931,22.018942"
Rhytiassos,"35.012191,25.167438"
Rhytion,"35.012191,25.167438"
Ricciacum,"49.541499,6.257967"
Rider,"43.700462,16.055704"
Riedones,"48.1112055,-1.6818915"
Rigodounon,"53.5832365,-2.003252"
Rigodounon,"53.5832365,-2.003252"
Rigomagus,"44.386142,6.648039"
Rigomagus,"45.193171,8.297388"
Rigomagus,"50.578849,7.226988"
Ris(...),"43.8017,19.004323"
Risapa,"35.62899895,38.7581295"
Rishahr,"28.911919,50.836721"
Risinium,"42.514718,18.694988"
Riskepha,"37.714166,41.413055"
Riskephas,"37.714166,41.413055"
Rittium,"45.066373,20.321621"
Robathoi,"27.5,36.5"
"Robigo, T.","41.959271,12.447668"
Robogdioi,"55.5,-6.5"
Robogdioi,"55.5,-6.5"
Robrica,"47.246501,-0.095495"
Roda,"42.264882,3.173819"
Rodandos,"37.907124,35.4783905"
"Rodiae, Rodiai","40.325182,18.152294"
Rodium,"49.681661,2.828065"
Rodumna,"46.039132,4.071772"
Rofiacum,"45.428679,1.138401"
Rogmoi,"36.75,34.75"
"Roma et Augustus, T.","37.520416,30.138833"
Romaion Agros,"37.5,41.5"
Romula,"44.1742125,24.3972065"
Romula,"45.865867,15.666591"
Romuliana,"43.8991555,22.18533255"
Roob,"32.455839,35.497814"
Ropisa,"36.75,28.75"
Ropousa,"36.75,28.25"
Roscianum,"39.576395,16.634153"
Rosea rura,"42.25,12.75"
Rosia Campus,"42.25,12.75"
Rosolodiacus,"39.588876,32.896893"
Rostag Kavad,"31.657498,48.880963"
Rostrata Villa,"42.1994165,12.476491"
Rostrum Nemaviae,"48.061146,10.63995"
Rotae,"41.530307,14.170478"
Rotaria,"36.239408,7.260549"
Rotomagus,"47.259024,0.57529"
Rotomagus,"49.440841,1.096451"
Roubrikatos,"36.75,8.25"
Roudon,"57.5,22.5"
Rouession,"45.134811,3.81242"
Rouphiniana,"49.5564333,8.07520085"
Rouphinianai,"40.964583,29.068587"
Rousilanoi,"42.827701,11.1594725"
Rouskiane,"39.610403,16.769346"
Rouskinon,"42.5,2.5"
Rousoumblada,"36.699801,32.690517"
Roxolani,"45.5,25.5"
Rubi,"41.118427,16.485161"
Rubra,"44.234849,9.960918"
Rubrenses,"39.5,9.5"
Rubrensis L.,"43.5,2.5"
Rubressus L.,"43.5,2.5"
Rubricatum,"41.492345,2.031269"
Rucuma,"37.048181,9.521675"
Rudas,"41.201233,16.295367"
Rudiae,"40.333792,18.147292"
Rufina,"35.5,7.5"
Rufrae,"41.376142,14.078067"
Rufrium,"41.376142,14.078067"
Rugii,"48.5,15.5"
Rugii,"54.5,12.5"
Ruginium,"45.081788,13.635286"
Rugusci,"46.5,9.5"
Ruigusci,"46.5,9.5"
Rundictes,"45.5,14.5"
Runicates,"48.5,12.5"
Rusaddir,"35.2922015,-2.938778"
Rusazus,"36.894041,4.420813"
Rusellae,"42.827701,11.1594725"
Rusellani,"42.827701,11.1594725"
Rusguniae,"36.7990945,3.2378935"
Rusicade,"36.8814425,6.9055805"
Rusicade Colonia,"36.8814425,6.9055805"
Rusidava,"44.6813835,24.270901"
Rusippisir,"36.897601,4.156907"
Ruspe,"35.014288,11.000971"
Ruspina,"35.7742245,10.8291825"
Rusticana,"39.976738,-6.269823"
Rusticiana,"39.976738,-6.269823"
Rusubbicari Matidiae,"36.801017,3.5646"
Rusuccenses,"36.9128545,3.9096445"
Rusuccuru,"36.9128545,3.9096445"
Rusucmona,"37.168499,10.2158515"
Rusucurium,"36.9128545,3.9096445"
Ruteni,"44.5,2.5"
Rutunium,"52.846009,-2.645845"
Rutupiae,"51.29296795,1.331979"
Rygmanoi,"36.25,32.75"
S(...),"43.477006,19.031361"
"S. Autonomos, Mon.","40.688842,29.658512"
S. Auxentiou,"40.875,29.125"
S. Benedictus,"41.49075555,13.81448945"
S. Callinici Pons,"41.125,28.875"
S. Clemens,"41.926455,13.094951"
"S. Cornelia, Mon.","42.048125,12.432359"
"S. Desideratus, Mon.","46.6414475,4.4468195"
S. Laurentius,"41.902586,12.520633"
S. Mamas,"41.03836,28.996951"
S. Martinus,"41.191241,13.924027"
S. Paulus,"41.858585,12.476556"
S. Petrus,"41.902465,12.453318"
"S. Quiricus, Mon.","45.551053,3.142921"
S. Scholastica,"41.9186279,13.11026485"
S. Sebastianus,"41.724889,13.381972"
S. Sebastianus,"41.855587,12.515403"
"S. Simeon, Mon.","24.098744,32.88393"
"S. Thekla, Mon.","36.350762,33.93133"
S. Theodora,"41.061439,28.953131"
"S. Zion, Mon.","36.351912,29.9375115"
Sársina,"43.9194,12.142155"
Sūs,"32.1887935,48.2537285"
"Sîris, Siris","40.149042,16.54137"
Sōstar,"32.049999,48.849999"
"Sōstrate, Sostrate","32.049999,48.849999"
Saarna,"34.162254,35.72336"
Saba,"12.5,42.5"
Sabae,"27.067972,14.440406"
Sabalassos,"38.484719,36.504406"
Sabalingioi,"55.5,8.5"
Sabandos,"36.302265,29.994451"
Sabarai,"22.5,82.5"
Sabarcae,"27.5,72.5"
Sabaria,"41.254974,-5.71091"
Sabata,"15.919528,48.613509"
Sabatha,"15.919528,48.613509"
Sabatinca,"47.357382,14.469009"
Sabbatikon,"34.75,36.25"
Sabe,"13.329661,43.979943"
Sabeiroi,"43.5,45.5"
Sabetanum,"37.654881,-4.824214"
Sabina,"41.875,12.625"
Sabini,"42.25,12.75"
Sabini,"45.75,10.25"
Sabinoi,"42.25,12.75"
Sabiona,"46.644514,11.567572"
Sabis,"44.261368,12.257789"
Sabis,"50.5,4.5"
Sablones,"51.372731,6.172374"
Sablonetum,"49.06242615,10.9779218"
Sabora,"36.934635,-5.024355"
Sabratha,"32.8053014,12.48430055"
Sabrina,"39.75,38.25"
Sabus,"39.069531,38.677369"
Sabzavār,"36.5,57.5"
Sabzia,"36.286683,9.827731"
Sacae,"37.5,72.5"
Sacamum,"17.5,52.5"
Sacaraucae,"42.5,72.5"
Sacazama,"30.792652,18.068427"
Saccasena,"38.7759735,35.109191"
Sacer M.,"38.5,-9.5"
Sachalites Sinus,"17.5,52.5"
Sachalitis,"17.5,52.5"
Sachama,"34.745952,36.774722"
Sachare,"35.253344,40.571839"
Sacidava,"44.217213,27.8440595"
Sacidava,"46.020781,23.794334"
Sacili,"38.005797,-4.50716"
Sacis ad Padum,"44.705544,12.0939"
Sacoena,"39.080968,34.747983"
Sacra via,"41.8922983,12.4859059"
Sacraria,"42.833321,12.767364"
sacrum Cloacina,"41.8925666372,12.4854441072"
Sacrum Pr.,"37.5,-8.5"
Sacrum Pr.,"43.5,9.5"
Sada,"20.013925,93.330422"
Sadagolthina,"38.8279505,33.542191"
Sadalou,"28.38104,30.671737"
Saddar,"36.253097,6.611396"
Sadenoi,"22.5,77.5"
Saʿda,"17.5,42.5"
Saena,"43.318695,11.330502"
Saepinum,"41.4341433,14.6178179"
Saepo,"36.579768,-5.464318"
Saesapo,"38.6459585,-4.5177308"
Saetabis,"38.988847,-0.515639"
Saevates,"46.5,12.5"
Safar,"35.065103,-1.140982"
Sagadava,"43.7642851441,24.4594440244"
Sagalassos,"37.667017,30.5087215"
Sagalassos,"37.66707945,30.50964045"
Sagapa Stoma,"22.5,67.5"
Sagaris,"47.5,31.5"
Sagii,"48.5,0.5"
Sagouana,"39.603879,43.519713"
Saguntia,"36.552106,-5.834164"
Saguntum,"39.678125,-0.2772475"
Sagylion,"41.077969,35.339127"
Sahal,"36.898946,39.412666"
Sahlala,"36.63193,38.951588"
Sahr-e Golġole,"34.5,67.5"
Saia Maior,"36.75,8.75"
Saipros,"39.5,9.5"
Sais,"30.96715,30.774367"
Saites Nomos,"30.75,30.75"
Saitikon Stoma,"31.25,32.25"
Saittai,"38.703021,28.624"
Sakai,"27.5,67.5"
Sakai,"39.8270490777,72.1279496777"
Sakarauloi,"40.4990998124,72.2755729069"
Sakchenoi,"12.5,42.5"
Sakkaia,"32.896794,36.697835"
Sakolche,"17.132197,33.701316"
Sakole,"18.212525,33.939255"
Sala,"34.006821,-6.821498"
Sala,"37.181512,-5.781536"
Sala,"46.846569,16.585295"
Salaberina,"38.120083,34.0340025"
Salacia,"38.371152,-8.519503"
Salacia,"41.6604245,-8.111263"
Salacia Imperatoria,"38.371152,-8.519503"
Salaeni,"43.5,-4.5"
Salakenoi,"17.5,82.5"
Salamanestha,"32.647713,36.775272"
Salamas,"38.157795,44.8709915"
Salambriai,"38.120083,34.0340025"
Salamias,"35.050807,37.057146"
Salamis,"35.1799505,33.9030525"
Salamis,"37.947768,23.5314735"
Salanda,"38.8291355,34.4861"
Salaniana,"41.718184,-8.273863"
Salapia,"41.3985735,15.9598715"
Salapia,"41.403381,15.9933"
Salapiai,"41.3985735,15.9598715"
Salapiai,"41.403381,15.9933"
Salarama,"38.008246,32.8104235"
Salaria,"38.008075,-3.368532"
Salariga,"23.826933,91.273523"
Salas,"51.5,11.5"
Salassi,"36.75,6.25"
Salassi,"45.75,7.25"
Salassii,"36.75,6.25"
Saldae,"36.740851,5.057965"
Saldania,"42.522247,-4.73616"
Saldis,"44.946813,18.830811"
Salduba,"36.463413,-5.061"
Salduba,"36.5,-4.5"
Salduba,"41.656257,-0.876656"
Salduie,"41.656257,-0.876656"
Sale,"40.844659,25.875051"
Salebro,"42.765854,10.882348"
Saleia,"37.504493,29.173649"
Salem,"32.405691,35.528477"
Salenses,"34.25,-6.75"
Salernon,"40.677988,14.765922"
Salernum,"40.677988,14.765922"
Saletio,"48.895055,8.106201"
Salganeus,"38.476757,23.508527"
Salia,"43.5,-5.5"
Salientes,"42.241599,-7.672263"
Salii,"52.5,6.5"
Salika,"38.866536,-1.920214"
Salinae,"41.403381,15.9933"
Salinae,"43.847565,6.510738"
Salinae,"44.560024,18.694616"
Salinae,"46.388681,23.864109"
Salinae,"52.268106,-2.153713"
Salinae,"53.198794,-2.447117"
Salinarum L.,"33.5,8.5"
Saline,"17.5,92.5"
Salinsai,"34.25,-6.75"
Saliobriga,"49.239664,8.910357"
Salioclita,"48.361032,2.126375"
Salionka,"42.665403,-3.501164"
Salisio,"50.205045,7.63308"
Sallentini,"40.25,18.25"
Salluntum,"42.721453,19.003655"
Salluvii,"43.25,5.75"
Salluvii,"43.75,4.75"
Salmalasso,"39.929108,39.864859"
Salmantica,"40.964964,-5.663086"
Salmas,"38.157795,44.8709915"
Salmone,"37.69636,21.56999"
"Salmonȧ, Salmona","32.8246398,34.9554726"
Salmorude,"45.0246931,29.19733655"
Salmydessos,"41.637244,28.091144"
Salmydessos,"41.75,28.25"
Salo,"41.5,-2.5"
Saloca,"46.625034,14.211513"
Salodurum,"47.206955,7.533305"
Saloe,"38.75,27.25"
Salomacus,"44.55215,-0.865205"
Salon,"40.7702838371,31.6104872141"
Salona,"43.5389923,16.482309"
Saloudeia,"38.121811,29.276183"
Salpensa,"37.181512,-5.781536"
Salpia,"41.3985735,15.9598715"
Salpia,"41.403381,15.9933"
Salpiai,"41.3985735,15.9598715"
Salpiai,"41.403381,15.9933"
Salsovia,"45.0766915,29.0803185"
Salsulae Fons,"42.836322,2.918662"
Salsum,"37.5,-4.5"
Salthua,"42.766414,18.653543"
Saltiae,"42.5,42.5"
Saltigi,"38.918645,-1.722773"
Saltum,"36.463413,-5.061"
Saltus Bagatensis,"36.317545,6.83273"
Saltus Beguensis,"35.25,8.75"
Saltus Berusetis,"44.510579,9.989987"
Saltus Bitunia,"44.501886,9.633909"
Saltus Bituniae,"44.501886,9.633909"
Saltus Blandianus,"36.563753,9.143819"
Saltus Burunitanus,"36.766375,9.083551"
Saltus Caeliae Maximae,"36.396996,6.3229"
Saltus Carminianensis,"41.3931635603,15.7097426328"
Saltus Constantinianus,"31.25,34.25"
Saltus Domitianus,"36.597924,9.181016"
Saltus Gerariticus,"31.25,34.75"
Saltus Lamianus,"36.605963,9.24277"
Saltus Massipianus,"35.566036,8.452689"
Saltus Neronianus,"36.612535,9.342536"
Saltus Philomusianus,"36.516842,8.669907"
Saltus Poctanensis Phosphorianus,"36.402214,7.044814"
Saltus Poctanensis Posphorianus,"36.402214,7.044814"
Saltus Sorothensis,"35.948705,7.247124"
Saltus Sumelocennensis,"48.5,8.5"
Saltus Tuzritanus,"36.416006,9.209926"
Saltus Udensis,"36.380061,9.195726"
Salumias,"32.405691,35.528477"
Salurnis,"46.240205,11.213073"
Salvia,"44.067371,16.779488"
Salviacum,"45.906187,1.608065"
Salvium,"44.048361,16.751098"
Salyes,"43.75,5.25"
Sama Castorum,"38.384671,38.254621"
Samamykioi,"31.5,15.5"
Samara,"50.5,1.5"
Samaria,"32.276529,35.190436"
Samaria,"32.331417,35.228586"
Samarobriva Ambianorum,"49.8936075,2.297948"
Samarra,"34.200116,43.876735"
Sambalaka,"27.5,77.5"
Sambana,"34.5,47.5"
Sambastai,"27.5,72.5"
Sambos,"27.5,82.5"
Sambracitanus Sinus,"43.25,6.75"
Sambroka,"42.5,3.5"
Same,"38.254596,20.658925"
Samia,"37.525886,21.596223"
Samikon,"37.525886,21.596223"
Samma Castorum,"38.384671,38.254621"
Sammachi,"37.694395,40.535196"
Sammaei,"12.5,42.5"
Sammarobriva,"49.8936075,2.297948"
Samnitai,"47.5,-1.5"
Samnites,"41.146745591,15.0839425579"
Samnium,"41.75,14.25"
Samocharta,"38.085361,41.145452"
Samonion Pedion,"39.6977030103,26.365431405"
Samos,"37.68825,26.944483"
Samos,"38.254596,20.658925"
Samosata,"37.525756,38.530357"
Samosata,"37.525756,38.530357"
Samothrace,"40.50370085,25.53004955"
Samoulis,"33.039317,36.098538"
Samum,"47.191495,23.8474695"
Samus,"37.525886,21.596223"
Samus,"38.5,-7.5"
Samus,"47.5,22.5"
Sanachwitta,"39.7490195,37.016607"
Sanaos,"37.8891725,29.8094275"
Sanaos L.,"37.75,29.75"
Sanaraioi,"42.5,46.5"
Sanasounitai,"38.5,40.5"
Sanctuary of Kodros and Neleus and Basile,"37.967689,23.729282"
Sandaina,"39.164661,27.704769"
Sandalion,"37.6083065,30.706118"
Sandarake,"41.4566075,31.786683"
Sandone,"36.833192,-5.813403"
Sane,"40.098381,23.306117"
Sane,"40.363569,23.934807"
Sanʿāʾ,"17.5,42.5"
Sangala,"32.238201,74.541542"
Sangarite,"35.253344,40.571839"
Sangarius Sinus,"46.5,31.5"
Sangaros,"40.639267,29.062942"
Sanigai,"43.5,40.5"
Sanisera,"40.071126,4.087751"
Sanitium,"43.913316,6.406847"
Sankara,"31.283333,45.85"
"Sannabadae, Mon.","37.423687,34.226992"
Sannoi,"42.5,42.5"
Santicum,"46.615977,13.848725"
Santones,"45.5,-0.5"
Santonon Limen,"46.021662,-1.064762"
Saone,"42.112565,8.701978"
Saouenda,"38.098071,27.944572"
Sapadenses,"36.356127,5.427363"
Sapaike,"41.25,24.75"
Sapaioi,"41.25,24.75"
Saparnos,"32.5,72.5"
Sapaudia,"45.75,6.25"
Sapha,"37.264166,41.981886"
Sapharea,"31.79128,34.7042235"
Saphchai,"38.468225,40.558397"
Saphthis,"30.569803,31.586613"
Sapinia Tribus,"43.9021620017,12.0256321497"
Sapothrenai,"46.5,45.5"
Sapparis,"45.467448,13.507065"
Sappinates,"43.75,11.75"
Sapra Thalassa,"41.125,28.875"
Sapua,"44.300812,17.406947"
Sapuates,"44.5,17.5"
Sara,"39.89671,37.755439"
Sarabastrae,"27.5,72.5"
Sarabis,"41.254974,-5.71091"
Sarabos,"27.5,82.5"
Saraceni,"31.75,36.25"
Saradi(...),"36.092496,9.601684"
Saraganda,"37.258957,29.869768"
Saraka,"13.434482,43.925998"
Sarake,"42.100845,43.066077"
Sarakene,"30.25,32.75"
Sarakene,"41.5,35.5"
Sarakenoi,"29.5,36.5"
Sarangai,"32.5,62.5"
Saranta Ekklēsiai,"41.7324,27.2514"
Saraostos,"22.5,67.5"
Saraouene,"39.25,34.25"
Saraouene,"39.25,35.75"
Sarapa,"42.100845,43.066077"
Sarapanis,"42.100845,43.066077"
Saravus,"49.5,6.5"
Sarbane,"37.131647,41.628012"
Sarcapos,"39.42025,9.574381"
Sardeates,"44.5,16.5"
Sardebar,"37.6085866469,40.4990064339"
"Sardeis, Sardis, Sardis","38.488314,28.040286"
Sardeoua,"37.6085866469,40.4990064339"
Sardi,"46.5,32.5"
Sardi Pelliti,"40.5,8.5"
Sardianon Pedion,"38.75,27.75"
Sardies,"38.488314,28.040286"
Sardis,"38.488314,28.040286"
Sard-Kerman,"27.5,57.5"
Sardonyx,"22.5,72.5"
Sareisa,"37.516388,42.461111"
Sarepta,"33.4624795,35.2948605"
Sargarausene,"38.75,36.25"
Sargathon,"37.122532,41.071784"
Sargaurasana,"38.75,36.25"
Sari,"36.561445,53.058903"
Saricha,"38.204189,36.458778"
Saripha,"35.5,60.5"
Sariphaia,"31.6659785,34.545947"
Sariya,"36.561445,53.058903"
Sarkotyle,"40.079298,29.526255"
Sarmalius,"39.9099095,33.461863"
Sarmatae,"45.5,39.5"
Sarmatae,"46.5,28.5"
Sarmates,"43.786794,21.405606"
Sarmatia,"45.5,39.5"
Sarmatica,"45.5,29.5"
Sarmaticus Oceanus,"57.5,17.5"
Sarmizegetusa,"45.669615,23.323961"
Sarmizegetusa Regia,"45.669615,23.323961"
Sarnade,"44.300466,16.866866"
Sarnali,"43.789709,1.026486"
Sarnis,"45.811804,11.014154"
Saronicum Pr.,"41.125,29.125"
Sarouon,"14.785877,46.394374"
Sarpedonion Pr.,"36.25,33.75"
Sarrastes,"40.75,14.75"
Sarromaena,"38.494122,36.793849"
Sarrum,"45.496243,0.18293"
Sars,"42.5,-8.5"
Sarsina,"43.9194,12.142155"
Sarsinates,"43.9194,12.142155"
Sarsura,"35.4438,10.688677"
Sartaba,"32.085707,35.452846"
Sarte,"40.087542,23.978698"
Sartona,"38.697036,38.45064"
Sarute,"44.179755,17.151002"
Sasima,"38.2298035,34.6292035"
Sat Setun,"29.935038,52.889893"
Sata,"12.5,42.5"
Satafis,"36.362825,5.502499"
Satala,"38.5792,28.267472"
Satala,"40.027787,39.597934"
Satalka,"37.417929,42.343846"
Satarchae,"47.5,40.5"
Satauci,"45.25,35.25"
Satauci,"45.5,34.5"
Sathena,"36.9763845,38.424374"
Satiago,"43.674864,1.925402"
Saticula,"41.090948,14.501299"
Satrachos,"34.75,32.75"
Satrianum,"40.559001,15.629515"
Satricum,"41.516183,12.7507395"
Sattagydai,"37.5,67.5"
Saturni,"37.5,-0.5"
Saturnia,"42.666255,11.504827"
"Saturnus Balcaranensis, T.","36.713866,10.315167"
Saturum,"40.371505,17.305061"
Satyrion,"40.3718555375,17.3063010983"
Satyrou Mnema,"45.34421,36.81803"
Sauara,"33.128649,36.519659"
Sauarabatis,"24.455659,72.768587"
Saudo,"36.833192,-5.813403"
Sauene,"39.520833,46.032221"
Sauga,"43.5,-3.5"
Saura,"32.963834,36.332573"
Saurania,"40.697917,37.59982"
Sauras,"37.537858,40.889672"
Sauria,"38.582926,21.229224"
Sauromatae,"45.5,39.5"
Sauromateion,"45.302992,36.130369"
Sauronisena,"40.697917,37.59982"
Sava,"36.75,4.75"
Savaria,"47.235142,16.62192"
Savatra,"37.975697,33.1119115"
Save,"13.329661,43.979943"
Saveh,"34.999482,50.361152"
Savincates,"44.25,6.25"
Saviniago,"43.942823,0.181101"
Savo,"44.311085,8.477232"
Saxetanum,"36.734589,-3.690755"
Saxones,"54.5,9.5"
Sbeht,"26.937588,31.326702"
Sbide,"36.713636,32.797551"
Scadinavia,"62.5,7.5"
Scalabis,"39.2335206,-8.6774238"
Scalae Hannibalis,"42.5,2.5"
Scaldis,"50.5,3.5"
Scallabis,"39.2335206,-8.6774238"
Scamander,"39.75,26.25"
Scammos,"18.016022,33.994258"
Scamnum,"40.54243905,17.7420611"
Scampis,"41.116775,20.092646"
Scandza,"62.5,7.5"
Scaptopara,"41.992827,23.083796"
Scarbantia,"47.713152,16.6198755"
Scarbia,"47.388812,11.263985"
Scardona,"43.817746,15.922959"
Scarpias,"38.809093,22.66380685"
Scarponna,"48.847202,6.075221"
Scasuson,"37.693389,37.861863"
Scatrae,"42.883431,27.682057"
Scauriniacum,"45.316094,1.339816"
Schamalinichon,"40.49552,39.632905"
Schedia,"31.13965,30.192032"
Schedia,"38.272852,23.678496"
Schinae,"40.413487,29.915044"
Schmonthis,"29.205646,31.181393"
Schmun,"27.7796202493,30.8035806072"
Schoenus Sinus,"36.75,28.25"
Schoinos,"37.91918,23.00641"
Schoinos,"38.421765,23.364042"
Schoinous,"37.91918,23.00641"
Schotep,"27.146592,31.234697"
Scinasium,"40.170861,16.635885"
Scingomagus,"45.098402,6.930634"
Scipionis Monu.,"36.5,-6.5"
Sciratae,"27.5,87.5"
Scirtari,"42.5,19.5"
Scirtiana,"41.058785,21.042315"
Scitis,"57.5,-6.5"
Scittio,"44.0422876597,0.140247545964"
Sclaveni,"51.5,18.5"
Scletrinas Sinus,"41.125,29.125"
Scodra,"42.0672575,19.520268"
Scolacium,"38.8108935,16.59368575"
Scolacium Minervia,"38.8108935,16.59368575"
Scombraria,"37.5,-0.5"
Scombraria Pr.,"37.5,-0.5"
Scopuli,"46.612386,30.925487"
Scordisci,"44.5,19.5"
Scordisci,"44.873097,20.096892"
Scordiscus M,"39.75,38.25"
Scretisca,"42.818598,23.225193"
Scupi,"42.0084425,21.4124805"
Scurio,"40.75,22.25"
Scylaeium,"38.8108935,16.59368575"
Scyle,"37.931418,15.918461"
Scylla,"38.253702,15.715194"
Scylla,"41.48537,28.299623"
Scylletium,"38.8108935,16.59368575"
Scythia,"47.5,27.5"
Scythia Minor,"44.5,28.5"
Scythopolis,"32.5033615,35.502981"
Se(...),"35.996184,9.678799"
Sebagena,"38.521909,36.011965"
Sebaginni,"44.25,5.75"
"Sebastē Tektosagōn, Sebaste Tektosagon","39.9437925,32.859333"
Sebaste,"32.276529,35.190436"
Sebaste,"36.4889925,34.177457"
Sebaste,"38.496089,29.655699"
Sebaste,"40.5892125,37.0201215"
Sebaste,"41.514877,34.190154"
Sebaste Claudia Flavia Paphos,"34.757212,32.406593"
Sebasteia,"39.7490195,37.016607"
Sebasteia,"39.7490195,37.016607"
Sebastopolis,"37.504493,29.173649"
Sebastopolis,"38.840097,26.985537"
Sebastopolis,"40.0024937,36.0859275"
Sebastopolis,"42.993299,41.003076"
Sebatum,"46.786776,11.910581"
Sebeda,"36.1742145,29.651375"
Sebelaci,"39.959582,-0.138097"
Sebendounon,"42.200203,2.69853"
Sebennytes Ano Nomos,"31.25,31.25"
Sebennytes Kato Nomos,"31.25,31.25"
Sebennytikon Stoma,"31.5,31.0"
Sebennytikon stoma,"31.5,31.25"
Sebennytikon Stoma,"31.75,31.25"
Sebennytikos,"31.0,31.25"
Sebennytos,"30.9641295,31.239982"
Sebinnus L.,"45.75,10.25"
Sebuinus Vicus,"45.774415,8.571296"
Secia,"44.25,10.25"
Securisca,"43.702592,24.834372"
Secusses,"44.5,13.5"
Sedamnos,"35.25,26.25"
Sedasa,"37.442328,32.162149"
Sedena,"44.351631,6.356802"
Sedetani,"39.5,-0.5"
Sedetani,"41.5,-0.5"
Sedima,"32.405691,35.528477"
Sedisca,"40.428813,39.584629"
Seduni,"46.23235,7.358467"
Sedunum,"46.23235,7.358467"
Sefulae,"49.791963,2.587487"
Segódounon,"44.350497,2.573846"
Segasa,"18.146555,30.824219"
Segeda,"41.289132,-1.51768"
Segedunum,"54.9878875,-1.5322915"
Segeira,"33.42193,35.961579"
Segelocum,"53.333668,-0.761772"
Segermes,"36.345023,10.301692"
Segesamunculum,"42.491242,-3.135624"
Segessera,"48.234801,4.704612"
Segesta,"37.940316,12.8361805"
Segesta,"37.940316,12.8361805"
Segesta,"44.273159,9.396776"
Segesta Tigulliorum,"44.273159,9.396776"
Segestica,"45.483168,16.371388"
Seggera,"32.466721,14.566667"
Segia,"42.129367,-1.137115"
Segida,"37.701667,-5.283804"
Segida,"38.378494,-6.589301"
Segimovicus,"47.456486,2.178585"
Segisa,"38.239102,-1.418729"
Segisama Iulia,"42.515742,-4.010136"
Segisamo,"42.417842,-4.043492"
Segla,"42.129367,-1.137115"
