Name,Coordinates
Aerenosii,"42.5,0.5"
Aeria,"44.32022,4.755811"
Aesernia,"41.596276,14.2324325"
Aesica,"54.9948735,-2.46451"
Aesis,"43.522416,13.243375"
Aeso,"42.117837,1.0440565"
Aesontius,"46.5,13.5"
Aestii,"52.5,22.5"
Aestrienses,"41.604051,22.469026"
Aesuris,"37.218006,-7.4436055"
Aethiopia,"32.5,3.5"
Aethusa,"37.5,12.5"
Aetolia,"38.75,21.25"
Afilae,"41.885123,13.097666"
Afri,"36.75,9.75"
Africum Mare,"37.5,7.5"
Ag. Lot,"31.04684575,35.5018365"
Ag. Stephanos,"42.312772,42.279106"
Agabis,"32.724784,22.022689"
Agalasseis,"32.5,72.5"
Agamemnoniai Thermai,"38.375959,27.056128"
Agammia Pr.,"39.75,26.25"
Aganagara,"23.620683,88.430067"
Aganzana,"36.67094,48.485111"
Agarlabas,"33.766913,9.432882"
Agaroi,"46.5,36.5"
Agatha,"43.305832,3.473132"
Agatheira,"38.661362,27.683354"
Agathokleous,"12.5,52.5"
Agathopolis,"42.0994,27.939514"
Agathos Daimon,"30.75,30.25"
Agathyrnum,"38.164099,14.749006"
Agathyrsoi,"47.5,27.5"
Agatucci,"37.591727,-3.1811"
Agazaca,"33.498616,68.388483"
Agbia,"36.393056,9.228251"
"Agdistis, T.","39.198474,30.71494"
Agedincum,"48.1978885,3.2855855"
Agela,"37.0630925,14.2584705"
Agellum,"42.25,13.75"
Agensonae,"32.5,72.5"
Ager Gallicus,"43.75,12.75"
Ager Gallicus,"44.25,12.75"
Agessinates,"43.7811994415,1.29042196979"
Aggar,"35.489109,11.037149"
Aggarsel Nepte,"33.867992,7.916067"
Agger,"35.8626025,9.5156285"
Aggersel,"36.1472695,10.250755"
Aghtamar,"38.34153,43.035008"
Agiation,"41.918645,8.736872"
Aginnum,"44.204908,0.62001"
Agma,"33.658705,10.344649"
Agnaviae,"45.5248339284,22.4078321517"
Agneion Sinus,"35.75,23.75"
Agnou Keras Pr.,"31.25,30.25"
Agora,"40.513545,26.786353"
Agora Kelton,"44.596736,11.053156"
Agra,"26.7922945,37.9451758"
Agraei,"12.5,47.5"
Agragas,"37.290594,13.585475"
Agrai,"37.951412,30.642907"
Agrai,"37.965297,23.742903"
Agraiis,"38.75,21.25"
Agraina,"32.918491,36.393372"
Agrais,"38.75,21.25"
Agranai,"39.739003,35.838751"
Agri Decumates,"48.5,8.5"
Agriane,"39.739003,35.838751"
Agrianes,"42.5,22.5"
Agrientum,"37.290594,13.585475"
Agrietum,"37.290594,13.585475"
Agrigentum,"37.290594,13.585475"
Agrilion,"40.178685,29.751201"
Agrinion,"38.638511,21.386897"
Agrion,"35.387052,24.603183"
Agriophagi,"22.9495274314,79.9480737816"
Agrippeia,"40.812102,32.1649185"
Agrippia,"45.27460525,36.97245025"
Agrippias,"31.536326,34.47975"
Agrippias,"37.256021,35.898447"
Agroi,"46.5,36.5"
Agros Thermon,"38.4321745,30.183347"
Agruvium,"42.4215365,18.7673025"
Agryle Hypenerthen,"37.96065,23.737109"
Agryle Kathyperthen,"37.875,23.625"
Agunia,"45.25,8.75"
Aguntum,"46.8274616,12.8228592"
Agylla,"42.0024869653,12.1077784689"
Agyrium,"37.657497,14.522598"
Ahar,"38.471721,47.05772"
Aharawan,"38.471721,47.05772"
Aholla,"35.0794461,11.020268"
Ai...,"35.952388,8.598432"
Aia,"42.5,42.5"
Aialon,"31.844883,35.031267"
Aiane,"40.165157,21.820987"
Aianteion,"39.75,26.25"
Aianteion,"39.993642,26.2556"
Aianteion,"41.027933,28.982896"
Aidepsos,"38.75,23.25"
Aidepsos,"38.879822,23.044199"
Aidoneus,"39.75,26.75"
Aietou Rhynkos Pr.,"41.125,29.125"
Aiga,"39.25,26.75"
Aigai,"36.769676,35.789487"
Aigai,"38.154879,22.314637"
Aigai,"38.598185,23.552631"
Aigai,"40.480092,22.321872"
Aigaia,"40.480092,22.321872"
Aigaiai,"36.769676,35.789487"
Aigaion Antron,"35.165365,25.428883"
Aigaionos Monu.,"40.348523,28.393852"
Aige,"39.978627,23.666064"
Aigeai,"40.480092,22.321872"
Aigeira,"38.1297925,22.377887"
Aigeiros,"39.276897,26.371949"
Aigiai,"36.7860409,22.5172134"
Aigiale,"36.90637,25.998408"
Aigialeia,"37.9834179,22.71316685"
Aigialos,"41.891894,33.002438"
Aigidioi,"17.5,72.5"
Aigidion Nesos,"17.5,72.5"
Aigila,"36.559084,22.466185"
Aigilia,"37.7924365,23.909752"
Aigilia,"38.25,24.25"
Aigina,"37.750149,23.423668"
Aiginetes,"41.5,33.5"
Aiginetes,"41.979567,34.044074"
Aiginion,"39.828191,21.363348"
Aigion,"38.252707,22.081952"
Aigithallos Pr.,"37.75,12.25"
Aigition,"38.497835,22.175338"
Aiglepheira,"38.419629,23.909419"
Aigospotamos,"40.331504,26.599366"
Aigosthena,"38.1475657672,23.2273216433"
Aigousa,"37.9310758,12.3286129"
Aigousai Nesoi,"37.75,12.25"
Aigys,"37.246287,22.165456"
Aikoi,"42.125,12.875"
Aila,"29.530676,34.999999"
Ailana,"29.6636335,34.9744445"
Ailana,"29.6636335,34.9744445"
Ailas,"29.6636335,34.9744445"
Ailia,"31.776679,35.234156"
Ailou Kome,"13.871006,43.376606"
Aimoniai,"37.390614,22.165741"
Aina,"35.058417,24.928581"
Aineia,"40.439481,22.879124"
Ainesisphyra,"31.611093,25.925681"
Ainesisphyra Akron,"31.5,25.5"
Ainianes,"38.8698523533,22.1763184969"
Ainis,"38.8698523533,22.1763184969"
Ainos,"40.7248985,26.085729"
Ainyra,"40.75,24.75"
Aioi,"7.5,77.5"
Aioleion,"40.302463,23.181617"
Aiolidai,"38.454516,22.777364"
Aipeia,"35.138224,32.813067"
Aipolioi,"39.02792,35.870839"
Aipora,"36.779174,-6.354245"
Airai,"38.203961,26.701321"
Airita,"32.889933,36.481396"
Aisa,"40.309275,23.060368"
Aisaronensioi,"40.5,9.5"
Aisepos,"39.75,27.25"
"Aision, Aísion","43.0706185,12.618957"
Aithalidai,"38.109313,23.7840685"
Aithikia,"39.7165207377,21.2761630169"
Aiungi,"37.591065,-4.086744"
Aixone,"37.866334,23.7548945"
Aizanoi,"39.201251,29.609445"
Aizisis,"45.486655,21.847882"
"Akē, Ake","32.92128675,35.079835"
Akabene,"35.5,43.5"
Akalissos,"36.637178,30.0723055"
Akampsis,"41.5,41.5"
Akanthonpolis,"29.511769,31.248329"
Akanthos,"40.3933576,23.88668405"
Akbas,"38.263455,41.038876"
Akchabare,"32.930255,35.490747"
Akchenoi,"12.5,42.5"
Ake,"32.92128675,35.079835"
Akesinos,"32.5,72.5"
Akhur,"38.014346,54.21181"
Akila,"12.766503,43.65096"
Akilisene,"39.5,38.5"
Akinases,"41.5,41.5"
Akis,"37.576332,15.17222"
Akkaron,"31.779672,34.848363"
Akkrabein,"32.127218,35.342849"
Akme,"16.468331,42.841909"
Akmonia,"38.6600505,29.77343045"
Akoimeton Mon.,"41.106759,29.082797"
Akonesiai,"36.25,33.75"
Akontisma,"40.968007,24.538414"
Akouensioi,"35.5,1.5"
"Akouminkon, Akoumingkon","45.1450548,20.2534441"
Akounion,"41.492208,13.705626"
Akour,"9.929814,79.084495"
Akousion,"44.558333,4.750905"
Akra,"26.043143,36.693468"
Akra,"35.5,-1.5"
Akra,"45.25,36.25"
"akra Amphiale, Amphiale (akra)","37.875,23.625"
Akra Leuke,"38.346018,-0.484794"
"akra Taphitis, Taphitis (akra), Tafitis (akra), akra Tafitis","36.75,11.25"
Akraba,"32.127218,35.342849"
Akraba,"33.110675,36.007157"
Akragas,"37.25,13.75"
Akragas,"37.290594,13.585475"
"Akragas, Acragas","37.290594,13.585475"
Akrai,"38.503566,21.582132"
Akrai,"38.526245,21.460238"
Akraia,"36.794176,22.785366"
Akraiai,"36.794176,22.785366"
Akraiphiai,"38.4513399969,23.2189493181"
Akraiphinion,"38.4513399969,23.2189493181"
Akriai,"36.794176,22.785366"
Akrillai,"37.032523,14.702208"
Akritas Pr.,"40.875,29.375"
Akroenos,"38.758919,30.545979"
Akroinos,"38.758919,30.545979"
Akrokorinthos,"37.8912299375,22.873509829"
Akrokos,"39.412048,29.233899"
Akrolissos,"41.765716,19.68251"
Akropolis,"37.875,23.625"
Akropolis Passaron,"39.75,20.75"
Akroreia,"37.75,21.75"
Akroterion Pr.,"36.25,29.75"
Akrothooi,"40.183833,24.34933"
Akrotirion Pylai,"34.75,33.75"
Akte Pr.,"37.875,23.625"
Akuitanoi,"43.5,-0.5"
Akyphas,"38.685487,22.379868"
"al Furāt, al Furat, el Furat, el Furāt","31.5,44.5"
Ala Miliaria,"35.099704,0.250236"
Ala Nova,"48.142474,16.473512"
al-Ḫâbūr,"37.0,40.0"
al-Ḫābūr aš-šarqī,"37.5,42.5"
al-Ḫābūr al-ġarbī,"37.0,40.0"
al-Ḫabur,"37.5,42.5"
Alétrion,"41.724822,13.343955"
Alāettintepe,"37.872202,32.492331"
Alaba,"39.128726,-3.088457"
Alabanda,"37.5973855,27.970901"
Alabastrine,"28.040578,30.844594"
Alabastronpolis,"28.040578,30.844594"
Alabis,"37.25,15.25"
Alabon,"37.25,15.25"
Alabonte,"44.385921,5.943974"
Alabum,"52.0012775,-3.7938337"
Alagma,"36.411605,39.024544"
Alagonia,"36.955566,22.261205"
Alai,"36.816841,35.873832"
Alalie,"42.1024315,9.511698"
Alalis,"34.778675,38.733046"
Alalkomenai,"38.357242,20.677332"
Alalkomenai,"38.392521,23.018698"
Alamanni,"48.5,8.5"
Alampria,"34.98989,33.400977"
Alana,"18.239561,33.947411"
Alanoi,"44.5,44.5"
Alantone,"42.879214,-1.815214"
Alarodioi,"38.5,42.5"
Alassos,"37.427777,30.108423"
Alata,"42.511798,19.199599"
Alauna,"49.507826,-1.46282"
Alauna,"52.245772,-1.885446"
Alauna,"54.3090135,-2.74776775"
Alauna,"54.720887,-3.49391"
Alauna,"55.396463,-1.820411"
Alauna,"55.5,-1.5"
Alauna,"56.2661938,-3.8762007"
Alaunium,"43.946069,5.870795"
Alaunoi,"47.5,12.5"
Alauona,"41.770383,-1.121939"
Alazones,"47.5,31.5"
Alazonios,"41.5,45.5"
Alba,"37.75,13.25"
Alba,"42.079742,13.411669"
Alba,"42.5,2.5"
Alba,"42.856039,-2.290949"
Alba Docilia,"34.132162,-117.221676"
Alba Fucens,"42.0799043722,13.4111791182"
Alba Helviorum,"44.5579085,4.598692"
Alba Longa,"41.746447,12.65048"
Alba Phoukinis,"42.079742,13.411669"
Alba Pompeia,"44.700835,8.035244"
Albania,"34.465114,45.85589"
Albania,"41.5,47.5"
Albaniai Pylai,"42.5,48.5"
Albaniana,"52.128434,4.658012"
Albano Cn. Pompei,"41.73104445,12.6552187"
Albanoi,"43.5,45.5"
Albanopolis,"41.512333,19.792561"
Albanos,"41.5,47.5"
Albanum,"45.663601,18.773792"
Albanum Mare,"41.5,49.5"
Albe,"34.992568,25.450283"
Albiana,"41.508159,9.072659"
Albianum,"47.633537,12.21414"
Albici,"43.75,5.25"
Albiga,"43.928384,2.144499"
Albinnum,"45.7858795,5.945534"
Albion Intemelion,"43.789146,7.625772"
Albiones,"43.5,-6.5"
Albium Intimilium,"43.789146,7.625772"
Albocela,"41.525944,-5.394988"
Albona,"45.098398,14.115747"
Albulae,"35.301602,-1.144788"
Album Intimilium,"43.789146,7.625772"
Album Pr.,"33.25,35.25"
Albunea,"41.625,12.625"
Alburnus Portus,"40.487421,14.95978"
Albus Portus,"36.5,-5.5"
"al-Ǧī, al-Ji, el-Ji","30.328611,35.441944"
Alce,"39.611886,-3.154963"
Alces,"39.611886,-3.154963"
Alcon,"8.19228,77.265021"
Alconis,"43.146974,6.395055"
al-ʿArīš,"31.111755,33.796926"
Alea,"37.794666,22.450785"
Alea(...),"35.516373,6.491168"
Alebaece Reiorum Apollinarium,"43.818614,6.090718"
Aleioi,"37.891781,21.375091"
Aleion Pedion,"36.75,35.25"
Aleon,"38.25,26.25"
Aleria,"42.1026813,9.5099235"
Alerta,"46.740864,1.83066"
Aletium,"40.062362,18.059097"
Aletrium,"41.7256555,13.34303"
Alexandreia,"31.196651,29.9069855"
Alexandreia,"34.345833,62.188384"
Alexandreia,"36.5841815,36.173273"
Alexandreia,"39.75,26.75"
Alexandreia ad Aegyptum,"31.1916895,29.9033585"
Alexandreia Areia,"34.345833,62.188384"
"Alexandreia bei Issos, Alexandreia on the Issos","36.5841815,36.173273"
"Alexandreia Boukephala, Alexándreia Bouképhala","32.520613,73.393843"
Alexandreia kat Isson,"36.5841815,36.173273"
"Alexandreia kat' Isson, Alexandreia kat Isson","36.5841815,36.173273"
Alexandreion,"32.085707,35.452846"
Alexandri Fontes,"38.426395,31.339284"
Alexandria,"30.8093425,47.562804"
Alexandria,"31.196651,29.9069855"
Alexandria,"35.9632955,62.014503"
Alexandria,"37.6662575,62.1926395"
Alexandria ad Issum,"36.5841815,36.173273"
Alexandria ad Latmum,"37.558489,27.827688"
Alexandria Ariorum,"34.345833,62.188384"
Alexandria Bucefalos,"32.520613,73.393843"
Alexandria Eschate,"40.264798,69.640562"
Alexandria Oxiana,"37.163626,69.411854"
Alexandria Troas,"39.7564735,26.1547495"
Alexandropolis,"27.5,67.5"
"Alexandros, Mon.","36.212767,38.128409"
Alexandroschene,"33.155659,35.171988"
Alexandrou Limen,"24.649668,67.920001"
Alexandrou Parembole,"29.61606,26.45006"
Alexo,"37.99906725,14.26197085"
Alfaterni,"40.7288756907,14.666038077"
Algae,"42.120528,11.757764"
Algidus,"41.774341,12.794939"
al-Hūfuf,"25.357277,49.685377"
al-Hābur,"37.0,40.0"
al-Hira,"31.883324,44.449851"
al-Hirta,"31.883324,44.449851"
Alia,"38.907367,29.913185"
Aliaeu,"17.5,42.5"
Aliana,"39.275792,29.28327"
Aliana,"45.25,8.75"
Aliaria,"37.163189,36.722278"
Aliassum,"39.4528865,33.0678125"
Alifae,"41.328486,14.330592"
Alilais,"28.938319,30.924523"
Alina,"36.75,28.75"
Alinda,"37.558489,27.827688"
Alindoia,"40.563778,23.357944"
Alingavia,"47.325052,0.405423"
Alingo,"44.555584,-0.249733"
Aliobrix,"45.326567,28.505612"
Alione,"54.720887,-3.49391"
Alipheira,"37.5296530378,21.8655069876"
Alipota,"35.503618,11.067592"
Alisanco,"42.414205,-2.81693"
Alisca,"46.312562,18.757918"
Alisina,"49.5,8.5"
al-Iskandarūna,"36.5841815,36.173273"
Alisontia,"49.5,6.5"
Alista,"41.73492,9.334952"
Alkimos Pr.,"37.875,23.625"
Alkomena,"41.27587,21.315014"
Alkomenai,"38.357242,20.677332"
al-Kufa,"32.001972,44.340693"
al-Kuwait,"29.5,47.5"
Allante,"40.734818,22.598961"
Allaria,"35.376405,24.599822"
Allava,"37.49365,13.230872"
Allianoi,"39.232978,27.306352"
Allifae,"41.328486,14.330592"
Allifai,"41.328486,14.330592"
Allobo,"41.770383,-1.121939"
Allobroges,"45.25,5.25"
Allotriges,"43.5,-2.5"
Alma,"36.504007,9.538906"
al-Madhar,"31.493314,47.407849"
al-Mahuza,"34.405593,43.78627"
Almopia,"40.9961026335,22.0769824077"
Almoura,"38.094652,27.624949"
Almus,"43.825619,23.237545"
Aloanda,"36.566059,29.27309"
Aloe,"10.109984,76.353203"
Alone,"54.3090135,-2.74776775"
Alonis,"38.192287,-0.555223"
Alonis,"38.5,-0.5"
Alontas,"42.5,44.5"
Alope,"38.4232,22.145795"
Alope,"38.75,22.75"
Alope,"38.80837,22.8804165"
Alopeke,"37.95,23.749997"
Alopekonnesos,"40.313939,26.249544"
Aloros,"40.588605,22.597349"
Alosygni,"16.618319,82.03177"
Alouaka,"38.046,44.015"
Alouare,"24.996514,39.063345"
Alouka,"42.253495,8.802407"
Aloustou Phrourion,"44.674357,34.40467"
Alpa,"38.4232,22.145795"
Alpenoi,"38.801852,22.586084"
Alpenos,"38.801852,22.586084"
Alpes Atrectinae,"45.680501,6.8839636"
Alpes Cottiae,"44.75,6.75"
Alpes Graiae,"45.25,6.75"
Alpes Iuliae,"45.5,13.5"
Alpes Maritimae,"44.25,6.25"
Alpis Cottia,"44.934099,6.7350045"
Alpis Graia,"45.680501,6.8839636"
Alpis Maritima,"43.744726,7.401776"
Alpis Summa,"43.744726,7.401776"
Alpium Tropaeum,"43.744726,7.401776"
Alsion,"41.9340466,12.101258"
Alsium,"41.9340466,12.101258"
Alsos Asklepiou,"33.585105,35.400313"
alsos Erinnuon,"41.8843917,12.465576"
Alta Ripa,"46.423606,18.790249"
Alta Ripa,"49.431501,8.498955"
Altanum,"38.150001,16.17485"
Altava,"34.903623,-1.031484"
Althiburos,"35.94384,8.831793"
Altiaia,"49.7428903,8.11584555"
Alticienses,"39.5,9.5"
Altina,"44.79554,20.284865"
Altinum,"44.5,27.5"
Altinum,"45.5,18.5"
Altinum,"45.56248125,12.38666425"
Altonum,"44.430918,5.0515305"
Aluan,"39.5,46.5"
al-Ubulla,"30.521707,47.833151"
Alutela,"45.2836885,24.30017"
Alvand,"34.5,48.5"
Alveria,"44.045357,15.823191"
Alyattes,"38.572215,28.044921"
Alyke,"40.605412,24.743804"
Alyzeia,"38.713373,20.951657"
Alyzia,"38.713373,20.951657"
Amaci,"42.5,-6.5"
Amaia,"42.642298,-4.162806"
Amaitaei,"12.5,42.5"
Amalfitana Civitas,"40.634361,14.60257"
Amallobriga,"41.501445,-4.999241"
Amalune,"45.25,7.75"
Amandrinum,"40.397704,17.636381"
Amanikai Pylai,"36.926979,36.01321"
Amanikai Pylai,"37.179065,36.618096"
Amanium,"50.548275,5.317465"
Amantia,"39.134225,16.075485"
Amantia,"40.467944,19.61777"
Amantini,"45.5,19.5"
Amardoi,"36.5,48.5"
Amardos,"36.5,47.5"
Amarea,"32.786852,13.708559"
Amarynthos,"38.391637,23.894807"
Amaseia,"40.66583435,35.8292064"
Amaseia,"40.66583435,35.8292064"
Amastor,"31.580031,19.97836"
Amastris,"41.746969,32.385648"
Amastris,"41.746969,32.385648"
Amatha,"32.684043,35.665625"
"Amathē, Amathe","35.1485665,36.752969"
Amathe,"35.1485665,36.752969"
Amathous,"32.28122,35.616371"
Amathous,"34.712264,33.13708095"
Amazonius,"40.5,36.5"
Amba Bisada,"26.46021,31.854351"
Ambaciacum,"45.955991,1.399235"
Ambarri,"45.882644369,5.17491026354"
Ambautai,"32.5,72.5"
Ambe,"16.468331,42.841909"
Ambiacum,"47.411799,0.987224"
Ambiani,"49.7971112553,2.02736867826"
Ambianoi,"49.7971112553,2.02736867826"
Ambidrauoi,"46.5,13.5"
Ambilatri,"47.5,-1.5"
Ambilikoi,"46.5,12.5"
Ambinon,"42.454288,-4.480256"
Ambisama,"13.538636,46.509908"
Ambisna,"42.454288,-4.480256"
Ambisontes,"47.5,12.5"
Amblada,"37.518578,31.7386345"
Ambracia,"39.1549245,20.9900925"
Ambracius Sinus,"38.75,20.75"
Ambracus,"39.040906,20.934123"
Ambrae,"48.140949,11.202691"
"Ambrakía, Ambrakia","39.1549245,20.9900925"
Ambrossios,"38.427062,22.664798"
Ambrossos,"38.427062,22.664798"
Ambrussum,"43.715607,4.1496005"
Ambryssioi,"38.427062,22.664798"
Ambryssos,"38.4257965,22.653228"
Ameilichos,"38.25,21.75"
Ameletos,"41.105353,37.394871"
Amenanós,"37.75,15.25"
Amenanus,"37.75,15.25"
Amenda,"32.5,72.5"
Ameneia,"41.112782,37.704183"
Ameria,"40.633506,36.976865"
Ameria,"42.55543105,12.41513105"
Ameria,"42.557237,12.413467"
Amestratus,"37.929543,14.362532"
Amida,"37.9122455,40.2334445"
Amida,"37.9122455,40.2334445"
a-mi-ni-so,"35.32,25.2"
Amiroei,"12.5,42.5"
Amisene,"41.2146458817,36.158665123"
Amisia,"53.5,7.5"
Amisos,"41.292721,36.3313"
Amisus,"41.292721,36.3313"
Amiternon,"42.40035775,13.3065704"
Amiternum,"42.40035775,13.3065704"
Amlada,"37.518578,31.7386345"
Ammān,"31.9437185,35.9323863"
Ammaedara,"35.5655184,8.45352755"
Ammaia,"39.3812815,-7.3801495"
Ammaous,"31.79224,35.167596"
Ammatha,"30.1987385,35.750773"
Ammathous,"32.760506,35.547652"
Ammattha,"35.684651,37.65125"
Ammochostos,"35.118911,33.943765"
Ammodes Aigialos,"41.5,8.5"
Ammodios,"37.104166,40.93"
Ammoi,"40.980169,28.884702"
Ammon,"29.205206,25.5435175"
Ammoni,"12.5,42.5"
Ammonia,"31.350136,27.2368445"
Ammoniace,"29.205206,25.5435175"
Ammonilia,"44.238283,9.491255"
Ammonioi,"29.5,24.5"
Ammoniou Pegai,"30.296074,19.423332"
Ammoniou Pr.,"12.5,42.5"
Amnías,"41.5,33.5"
Amnestum,"16.699491,44.793055"
Amnista,"36.945624,28.185205"
Amol,"36.466943,52.356944"
Amorion,"39.01929575,31.2960322"
Amorium,"39.019467,31.295917"
Amos,"36.7547855,28.2645905"
Amouda,"37.104166,40.93"
Ampalaontes,"31.913255,20.044533"
Ampelos,"35.038197,26.228605"
Ampelum,"46.107572,23.231394"
Amphanai,"39.294909,22.954643"
Amphaxis,"40.75,22.75"
Amphaxitis,"40.75,22.75"
Ampheia,"37.264193,22.075138"
Amphiale Pr.,"37.875,23.625"
Amphiareion,"38.29104025,23.84566425"
Amphidolia,"37.75,21.75"
Amphidolis,"37.75,21.75"
Amphikaia,"38.642319,22.598214"
Amphikleia,"38.642319,22.598214"
Amphilochia,"38.9896178321,21.2425271691"
Amphimala,"35.364146,24.259824"
Amphimalion,"35.364146,24.259824"
Amphipolis,"40.8219755,23.847005"
Amphissa,"38.518403,22.374172"
Amphitheatrum Castrense,"41.8876475,12.5150843"
Amphitrope,"37.709125,24.009397"
Ampreutae,"41.5,41.5"
Ampsaga,"36.75,6.25"
Ampsivarii,"53.0938242668,7.75866687146"
Amsaga,"36.75,6.25"
Amutrium,"44.493419,23.3151195"
Amykes Pedion,"35.5119399698,36.3779706967"
Amyklai,"37.026007,22.437225"
Amyklaion,"35.01339335,24.7608666"
Amykos,"41.135316,29.091469"
Amynanda,"37.002222,27.646106"
Amyros,"39.660329,22.693428"
Amystis,"22.5,87.5"
Amyzon,"37.59888,27.690896"
Anabatha,"34.018825,37.283135"
Anaboura,"37.990797,31.285104"
"Anabucis, Anabucis Praesidium","30.261267,19.188848"
Anactoria,"38.920935,20.843498"
Anactorium,"38.920935,20.843498"
Anadynata,"40.853768,33.2254255"
Anaetica Regio,"39.5,39.5"
Anagnia,"41.742213,13.158962"
Anagnia,"41.742213,13.158962"
Anagnis,"46.311065,11.119064"
Anagnutes,"46.5,-1.5"
Anagrana,"17.649017,43.901665"
Anagyrous,"37.8300155,23.804843"
Anaia,"37.801915,27.276396"
Anaia 1,"31.352394,35.063237"
Anaia 2,"31.372605,35.072951"
Anakaia,"38.140997,23.88918"
Anakopia,"43.0945598,40.8081485"
"Anaktórion, Anaktorion","38.920935,20.843498"
Analiba,"39.528217,38.582014"
Analibla,"39.528217,38.582014"
Anamares,"45.25,9.25"
Anamari,"45.25,9.25"
Anao,"43.688824,7.333909"
Anaphe,"36.350459,25.76846"
Anaphlystos,"37.7273205,23.9508185"
Anaphlystos Limen,"37.625,23.875"
Anaplous,"41.067883,29.043018"
Anapos,"38.75,21.25"
Anapus,"37.25,15.25"
Anares,"45.25,9.25"
Anariakai,"37.5,49.5"
Anasartha,"35.809864,37.518964"
Anastasioupolis,"37.1783845,40.948011"
Anastasioupolis,"39.908249,41.2762356"
Anastasioupolis,"40.0219715,31.9622515"
Anastasioupolis,"41.116182,25.075784"
Anastasis,"38.62183,23.082854"
Anatha,"34.671287,38.582516"
Anatho,"34.462015,41.97266"
Anatilii,"43.75,4.75"
Anatolikon Stoma,"37.5,-6.5"
Anaua,"37.8891725,29.8094275"
Anauni,"46.315249,11.04805"
Anaunion,"46.315249,11.04805"
Anauon,"32.5,62.5"
Anausaro,"42.707602,22.058174"
Anazarbos,"37.256021,35.898447"
Anchiale,"36.80888,34.603922"
Anchialeia,"36.80888,34.603922"
Anchialos,"39.876177,20.012311"
Anchialus,"42.555937,27.641374"
Anchiesmos,"39.876177,20.012311"
Anchitai,"12.5,42.5"
Anchoe,"38.541481,23.289105"
Ancon,"43.620568,13.514624"
Ancona,"43.620568,13.514624"
Ancone,"43.620568,13.514624"
Ancus,"44.524607,15.50375"
Ancyra,"39.9437925,32.859333"
Ancyreum Pr.,"41.125,29.125"
Andabalis,"38.0394955,34.67349"
Andaga,"39.944369,42.298519"
Andania,"37.26217,21.938099"
Andarae,"17.5,82.5"
Andarna,"35.5343965,37.3620437"
Andautonia,"45.773624,16.11724"
Andecamulum,"46.132338,1.181277"
Andecavi,"47.5,-0.5"
Andeda,"37.27201,30.259927"
Andeira,"38.80391,32.259416"
Andeira,"39.560183,27.178235"
Andematunnum,"47.864221,5.335214"
Anderelium,"50.8193009,0.33315705"
Anderidos,"50.8193009,0.33315705"
Anderitos,"50.8193009,0.33315705"
Anderitum,"44.692481,3.335894"
Anderva,"42.773242,18.944147"
Andes,"45.125167,10.824999"
Andethanna,"49.651401,6.255967"
Andetrium,"43.690597,16.484007"
Andiros,"39.75,26.75"
Andizetes,"45.5,18.5"
Andomatis,"22.5,87.5"
Andosinoi,"42.5,1.5"
Andraka,"39.1327905,33.533769"
Andrapa,"39.1327905,33.533769"
Andrapa,"41.153629,35.462095"
Andre Indi,"17.5,82.5"
Andri,"32.5,72.5"
Andriake,"36.226128,29.9559041"
Andrianton,"29.36827,30.851786"
Andriklos M.,"36.25,32.75"
Andrisimoundou,"10.0,80.0"
Andrisimoundou Akron,"10.0,80.0"
Androklou Oikos,"35.139771,33.405281"
Androkos M.,"36.25,32.75"
Androna,"35.5343965,37.3620437"
Androna,"39.630029,32.658027"
Andronpolis,"30.778076,30.626467"
Andropolites Nomos,"30.75,30.25"
Andros,"37.81568,24.826497"
Andros,"39.630029,32.658027"
Andros,"53.5,-6.5"
Androsia,"39.630029,32.658027"
Andusia,"44.055137,3.985009"
Aneiritai,"32.5,23.5"
Anemosa,"37.571793,22.238568"
Anemurium,"36.02385315,32.80314245"
Aneros,"39.630029,32.658027"
Anesiates,"45.75,9.75"
Aneuniates,"46.5,9.5"
"Angdisseon, T.","38.860127,30.777064"
Angeia,"39.107716,22.06456"
Angelḗ,"37.898656,23.9630575"
Angitiae Lucus,"41.958092,13.47448"
"Angkon, Agkon, Ankon","43.620568,13.514624"
Anglares,"44.486911,1.19912"
Angli,"54.5,8.5"
Angrivarii,"52.8445270147,8.88637301184"
